237	DAT Datum	DAT	$46,754,817	$0.056242	831,310,545 *	$1,907,780	0.28%	4.85%	0.56%	
238	PRE Presearch	PRE	$46,320,200	$0.298840	155,000,000 *	$113,725	-0.80%	2.09%	4.79%	
239	TSL Energo	TSL	$45,949,970	$0.078948	582,029,029 *	$922,184	-0.46%	4.70%	42.44%	
240	IOC I/O Coin	IOC	$45,721,358	$2.76	16,537,488 *	$109,848	-0.89%	7.03%	32.98%	
241	NMC Namecoin	NMC	$45,044,017	$3.06	14,736,400	$309,453	0.20%	6.97%	32.27%	
242	IDH indaHash	IDH	$44,286,732	$0.110735	399,934,364 *	$244,097	1.97%	-7.24%	-17.31%	
243	1ST FirstBlood	1ST	$44,278,767	$0.517527	85,558,371 *	$398,223	-0.20%	-1.48%	16.74%	
244	MOON Mooncoin	MOON	$43,933,988	$0.000197	223,553,056,225	$71,506	-1.41%	12.56%	45.05%	
245	FTC Feathercoin	FTC	$43,639,566	$0.227472	191,845,880	$208,841	1.69%	10.55%	41.36%	
246	LUN Lunyr	LUN	$43,639,447	$18.99	2,297,853 *	$1,886,410	0.13%	3.45%	8.83%	
247	OCN Odyssey	OCN	$43,210,600	$0.021605	2,000,000,000 *	$11,813,200	-0.18%	5.08%	-8.67%	
248	TKN TokenCard	TKN	$42,723,430	$1.75	24,467,076 *	$89,429	-0.26%	4.75%	2.62%	
249	LKK Lykke	LKK	$42,397,355	$0.155356	272,904,521 *	$37,039	-0.40%	2.28%	-8.94%	
250	CAPP Cappasity	CAPP	$40,786,945	$0.123928	329,118,078 *	$292,854	-0.16%	-4.80%	-11.79%	
251	QBT Qbao	QBT	$40,022,310	$0.612417	65,351,403 *	$5,910,140	-7.86%	-3.18%	6.66%	
252	DMD Diamond	DMD	$39,915,372	$15.06	2,650,388	$60,334	0.63%	3.96%	22.56%	
253	MTH Monetha	MTH	$39,759,173	$0.183207	217,017,764 *	$1,215,480	-0.71%	5.28%	25.82%	
254	SHIFT Shift	SHIFT	$39,575,411	$3.38	11,723,686 *	$289,651	1.23%	-0.27%	18.80%	
255	CV carVertical	CV	$38,986,235	$0.007539	5,171,589,622 *	$425,869	-2.37%	0.22%	-16.50%	
256	INK Ink	INK	$38,936,395	$0.218437	178,250,000 *	$15,298,700	1.96%	-1.87%	4.54%	
257	GTC Game.com	GTC	$38,736,900	$0.129123	300,000,000 *	$3,665,920	1.19%	-12.21%	83.06%	
258	KEY Selfkey	KEY	$38,566,316	$0.020533	1,878,223,591 *	$683,338	4.63%	13.36%	33.42%	
259	HMQ Humaniq	HMQ	$38,429,955	$0.235965	162,862,944 *	$555,440	-0.59%	1.55%	32.30%	
260	POT PotCoin	POT	$38,285,549	$0.174505	219,395,142 *	$250,167	-0.32%	5.17%	21.74%	
261	BCC BitConnect	BCC	$38,130,098	$4.13	9,229,944	$156,844	0.65%	2.01%	83.32%	
262	YOYOW YOYOW	YOYOW	$37,858,804	$0.163582	231,436,247 *	$1,776,000	-1.40%	5.99%	22.75%	
263	SWFTC SwftCoin	SWFTC	$37,487,275	$0.021421	1,750,000,000 *	$21,773,000	-0.10%	4.00%	17.16%	
264	COLX ColossusCoinXT	COLX	$37,176,664	$0.003466	10,724,738,924	$93,700	-2.11%	13.22%	20.11%	
265	DLT Agrello	DLT	$36,790,618	$0.427903	85,978,873 *	$2,310,790	0.18%	0.55%	31.63%	
266	CFI Cofound.it	CFI	$36,751,000	$0.113080	325,000,000 *	$291,952	-0.04%	-0.54%	13.63%	
267	TIX Blocktix	TIX	$36,065,480	$0.901637	40,000,000 *	$10,271,000	-0.93%	4.40%	22.24%	
268	BITCNY bitCNY	BITCNY	$35,888,844	$0.162123	221,368,000 *	$33,943,300	-0.34%	-0.56%	-7.30%	
269	ZSC Zeusshield	ZSC	$35,753,022	$0.031004	1,153,170,765 *	$1,739,250	1.27%	3.37%	22.89%	
270	SIB SIBCoin	SIB	$35,659,400	$2.18	16,362,777	$234,843	-0.21%	-0.99%	21.42%	
271	FLASH Flash	FLASH	$35,069,400	$0.038966	900,000,000 *	$14,359	1.31%	4.22%	41.38%	
272	TAU Lamden	TAU	$34,857,075	$0.245100	142,215,728 *	$210,677	-0.05%	11.43%	29.00%	
273	LOCI LOCIcoin	LOCI	$34,439,130	$0.521805	66,000,000 *	$265,308	-0.09%	-12.78%	?	
274	TRST WeTrust	TRST	$34,233,349	$0.371506	92,147,500 *	$169,531	-1.67%	3.41%	0.77%	
275	XWC WhiteCoin	XWC	$34,177,292	$0.137412	248,721,307 *	$36,755	-0.77%	3.77%	20.06%	
276	ZPT Zeepin	ZPT	$34,094,498	$0.145352	234,565,044 *	$21,433,500	1.63%	6.63%	78.51%	
277	VOX Voxels	VOX	$33,561,990	$0.159819	210,000,000 *	$2,509,220	-0.47%	-0.72%	7.78%	
278	WRC Worldcore	WRC	$33,530,979	$0.191486	175,109,299 *	$1,958,580	-0.59%	-1.23%	24.71%	
279	BDG BitDegree	BDG	$33,442,428	$0.095978	348,439,198 *	$239,659	-1.60%	-10.39%	-25.75%	
280	XSPEC Spectrecoin	XSPEC	$33,078,501	$1.59	20,785,264 *	$126,196	-0.38%	2.80%	-3.31%	
281	SNC SunContract	SNC	$32,773,457	$0.286534	114,378,947 *	$5,553,710	-0.18%	5.07%	14.54%	
282	EVX Everex	EVX	$32,744,085	$1.98	16,500,000 *	$2,495,670	0.27%	1.23%	13.67%	
283	IXT iXledger	IXT	$32,685,977	$0.913556	35,778,844 *	$675,952	0.74%	9.40%	17.56%	
284	IPL InsurePal	IPL	$32,574,663	$0.162063	201,000,000 *	$74,779	1.23%	2.25%	-0.93%	
285	TIO Trade Token	TIO	$32,273,943	$0.382912	84,285,536 *	$469,671	2.02%	0.55%	12.47%	
286	BLK BlackCoin	BLK	$31,784,362	$0.414562	76,669,742 *	$531,473	-0.13%	16.00%	39.01%	
287	LA LATOKEN	LA	$31,526,905	$0.405025	77,839,404 *	$1,252,710	0.57%	2.06%	19.16%	
288	BITB Bean Cash	BITB	$31,410,408	$0.013276	2,365,972,000 *	$1,028,730	-1.54%	2.14%	46.68%	
289	RVT Rivetz	RVT	$30,835,675	$1.17	26,244,468 *	$129,173	-4.45%	-13.09%	102.27%	
290	PHR Phore	PHR	$30,574,454	$3.60	8,485,785 *	$190,010	-1.34%	10.65%	26.38%	
291	POSW PoSW Coin	POSW	$30,482,978	$0.691224	44,100,000 *	$163,958	-1.62%	1.18%	28.87%	
292	CAT BitClave	CAT	$30,383,147	$0.060597	501,394,406 *	$481,246	-0.51%	0.44%	6.43%	
293	FAIR FairCoin	FAIR	$30,376,869	$0.571060	53,193,831 *	$7,867	-2.11%	6.81%	14.26%	
294	UNO Unobtanium	UNO	$30,283,068	$152.77	198,223	$47,002	-0.94%	-0.32%	18.53%	
295	MOT Olympus Labs	MOT	$30,281,010	$0.822981	36,794,300 *	$1,309,380	1.35%	1.51%	13.40%	
296	BLT Bloom	BLT	$30,202,560	$0.764946	39,483,258 *	$795,822	-0.54%	-1.12%	-6.61%	
297	KRM Karma	KRM	$29,386,643	$0.029228	1,005,414,013 *	$17,866	0.95%	2.50%	7.39%	
298	VRC VeriCoin	VRC	$29,062,078	$0.943523	30,801,663	$418,206	-0.94%	1.73%	14.46%	
299	ART Maecenas	ART	$28,860,055	$0.957211	30,150,150 *	$3,319	-0.59%	0.13%	5.02%	
300	NMR Numeraire	NMR	$28,790,576	$22.27	1,292,802 *	$151,589	-1.45%	-1.64%	45.85%	
301	PASC Pascal Coin	PASC	$28,696,193	$1.60	17,905,800	$120,531	-2.38%	1.16%	8.95%	
302	PRO Propy	PRO	$28,639,748	$1.72	16,685,940 *	$11,950,700	-0.71%	12.20%	15.75%	
303	AMP Synereo	AMP	$28,631,205	$0.348073	82,256,324 *	$671,529	0.20%	0.25%	7.05%	
304	SOAR Soarcoin	SOAR	$28,522,281	$0.028863	988,181,611 *	$66,493	-1.15%	6.78%	35.27%	
305	XSH SHIELD	XSH	$28,517,279	$0.059199	481,717,307	$86,952	1.57%	13.41%	14.07%	
306	NEU Neumark	NEU	$28,430,485	$0.989635	28,728,253 *	$94,818	-0.26%	9.41%	26.30%	
307	DRT DomRaider	DRT	$28,249,508	$0.047759	591,500,000 *	$14,789	15.37%	6.43%	10.29%	
308	PPY Peerplays	PPY	$28,194,211	$7.13	3,955,323 *	$1,287	-0.59%	11.06%	18.35%	
309	OXY Oxycoin	OXY	$27,956,358	$0.292065	95,719,646	$17,093	28.93%	38.29%	67.66%	
310	NLC2 NoLimitCoin	NLC2	$27,887,950	$0.135700	205,511,791 *	$82,349	5.03%	-0.96%	9.16%	
311	LEO LEOcoin	LEO	$27,680,816	$0.282202	98,088,660 *	$5,656	-1.54%	2.12%	5.21%	
312	MDA Moeda Loyalty...	MDA	$27,614,312	$1.41	19,628,888 *	$1,616,270	-0.14%	4.08%	10.84%	
313	EXP Expanse	EXP	$27,518,371	$3.48	7,906,397	$772,502	-1.61%	14.37%	20.98%	
314	GUP Matchpool	GUP	$27,466,875	$0.366225	75,000,000 *	$4,841,620	-0.41%	-0.49%	24.59%	
315	MSP Mothership	MSP	$27,425,440	$0.195896	140,000,000 *	$348,169	0.59%	5.81%	21.00%	
316	XEL Elastic	XEL	$27,335,570	$0.305798	89,390,937 *	$321,523	-0.30%	-1.00%	13.64%	
317	HOT Hydro Protocol	HOT	$27,212,912	$0.118632	229,389,301 *	$258,384	-2.26%	-6.14%	64.46%	
318	ORME Ormeus Coin	ORME	$27,071,512	$1.59	17,029,321 *	$2,279,560	-0.57%	5.49%	12.38%	
319	SNOV Snovio	SNOV	$26,277,870	$0.064883	405,001,426 *	$906,874	0.43%	11.59%	50.74%	
320	GRC GridCoin	GRC	$26,233,662	$0.067212	390,312,753	$86,207	-1.87%	-1.41%	9.51%	
321	QUN QunQun	QUN	$26,166,165	$0.074896	349,367,127 *	$10,297,200	1.31%	1.95%	14.46%	
322	OTN Open Trading ...	OTN	$26,165,741	$7.28	3,592,379 *	$78,582	0.57%	5.37%	35.24%	
323	NVST NVO	NVST	$26,061,300	$1.74	15,000,000 *	$3,002	2.04%	-5.80%	30.09%	
324	MYB MyBit Token	MYB	$25,340,243	$9.05	2,799,476 *	$120,909	0.28%	9.21%	24.85%	
325	MINT Mintcoin	MINT	$25,316,979	$0.001015	24,947,260,808 *	$65,843	-0.60%	14.27%	105.47%	
326	LIFE LIFE	LIFE	$25,256,824	$0.001823	13,854,082,588 *	$191,518	76.63%	66.81%	67.08%	
327	BCPT BlockMason Cr...	BCPT	$25,052,968	$0.554684	45,166,200 *	$1,302,810	0.75%	6.13%	17.63%	
328	AURA Aurora DAO	AURA	$24,980,500	$0.249805	100,000,000 *	$31,994	0.48%	6.71%	54.21%	
329	BOT Bodhi	BOT	$24,853,560	$0.621339	40,000,000 *	$176,675	0.31%	-1.27%	2.41%	
330	CAN CanYaCoin	CAN	$24,695,167	$0.651821	37,886,425 *	$121,865	-1.24%	1.26%	2.97%	
331	RMT SureRemit	RMT	$24,695,100	$0.049390	500,000,000 *	$55,040	-28.00%	?	?	
332	ARN Aeron	ARN	$24,570,910	$1.89	13,000,000 *	$2,435,110	0.68%	10.25%	15.16%	
333	OMNI Omni	OMNI	$24,006,031	$42.82	560,604 *	$82,928	-0.31%	5.36%	30.38%	
334	WCT Waves Communi...	WCT	$23,657,030	$2.37	9,973,579 *	$61,069	1.65%	14.60%	55.95%	
335	TIPS FedoraCoin	TIPS	$23,612,976	$0.000053	443,168,182,458	$8,518	15.96%	144.14%	224.31%	
336	UQC Uquid Coin	UQC	$23,539,900	$2.35	10,000,000 *	$98,797	-0.34%	9.91%	38.74%	
337	BNTY Bounty0x	BNTY	$23,399,715	$0.190437	122,873,787 *	$1,282,910	6.33%	3.12%	38.66%	
338	OAX OAX	OAX	$23,366,817	$0.934327	25,009,250 *	$976,064	0.60%	7.88%	38.72%	
339	RADS Radium	RADS	$22,911,222	$6.64	3,452,456 *	$160,183	-0.49%	7.50%	17.75%	
340	OK OKCash	OK	$22,770,602	$0.308765	73,747,355 *	$327,135	0.21%	10.53%	25.56%	
341	UNY Unity Ingot	UNY	$22,441,594	$0.111097	202,000,000 *	$2,508,820	2.34%	6.99%	1018.59%	
342	RBY Rubycoin	RBY	$22,135,983	$0.874590	25,310,126 *	$14,198	0.92%	5.02%	30.18%	
343	UNIT Universal Cur...	UNIT	$22,006,147	$1.69	12,997,931	$69,014	4.57%	-7.43%	12.02%	
344	SWT Swarm City	SWT	$21,984,395	$2.73	8,049,000 *	$424,374	-0.87%	0.82%	19.49%	
345	KLC KiloCoin	KLC	$21,822,445	$0.111170	196,297,971	$8,786	9.42%	274.31%	370.36%	
346	MUE MonetaryUnit	MUE	$21,580,755	$0.173009	124,737,757	$91,210	1.05%	4.28%	20.44%	
347	NYC NewYorkCoin	NYC	$21,540,679	$0.000163	132,185,463,284	$30,902	-0.13%	6.24%	38.36%	
348	TGT Target Coin	TGT	$21,331,477	$0.022397	952,429,892 *	$546	-0.59%	0.49%	14.42%	
349	PLBT Polybius	PLBT	$21,274,038	$5.57	3,820,954 *	$123,752	1.38%	9.08%	34.19%	
350	HGT HelloGold	HGT	$20,978,303	$0.079755	263,034,654 *	$391,484	0.04%	-0.94%	2.56%	
351	EDR E-Dinar Coin	EDR	$20,901,576	$0.023585	886,211,988	$36,278	0.68%	-1.77%	66.12%	
352	VOISE Voise	VOISE	$20,870,162	$0.041833	498,887,537 *	$662,627	0.32%	9.31%	56.20%	
353	GOLOS Golos	GOLOS	$20,544,247	$0.164989	124,518,891	$152,861	-2.16%	1.07%	23.41%	
354	ALIS ALIS	ALIS	$20,407,717	$0.529539	38,538,648 *	$76,776	-1.04%	9.31%	28.66%	
355	DNA EncrypGen	DNA	$20,278,237	$0.326193	62,166,378 *	$51,013	-1.11%	-2.82%	-8.58%	
356	KICK KickCoin	KICK	$20,206,053	$0.062920	321,137,782 *	$332,341	-0.02%	0.53%	18.32%	
357	HAC Hackspace Cap...	HAC	$20,140,837	$0.062104	324,308,731 *	$1,442,560	-0.11%	6.82%	75.09%	
358	AIR AirToken	AIR	$19,847,100	$0.018902	1,050,000,000 *	$304,538	-0.44%	4.92%	17.40%	
359	EBTC eBitcoin	EBTC	$19,786,236	$1.05	18,897,126 *	$420,950	1.93%	35.18%	11.29%	
360	COV Covesting	COV	$19,722,500	$1.13	17,500,000 *	$3,926,610	-0.31%	0.20%	-4.89%	
361	STX Stox	STX	$19,667,797	$0.466958	42,118,985 *	$929,654	0.54%	-1.15%	5.03%	
362	GAM Gambit	GAM	$19,641,731	$16.36	1,200,279 *	$39,014	1.00%	21.86%	23.67%	
363	ENRG Energycoin	ENRG	$19,558,106	$0.160791	121,636,819	$39,576	0.94%	0.19%	12.43%	
364	PKT Playkey	PKT	$19,544,863	$1.43	13,631,512 *	$8,580	-0.59%	3.49%	-19.89%	
365	ZOI Zoin	ZOI	$19,460,442	$1.16	16,797,675	$63,444	-1.24%	-8.40%	24.31%	
366	ATB ATBCoin	ATB	$19,417,066	$0.474187	40,948,119	$3,124,500	-0.53%	5.67%	27.50%	
367	XMY Myriad	XMY	$19,138,767	$0.012326	1,552,727,750	$179,297	-0.37%	-1.66%	16.02%	
368	CLAM Clams	CLAM	$19,118,178	$6.66	2,872,624 *	$145,449	-1.26%	1.42%	20.84%	
369	BSD BitSend	BSD	$19,046,574	$1.05	18,190,875	$216,686	-0.69%	-0.73%	13.76%	
370	BBR Boolberry	BBR	$19,043,831	$1.72	11,088,563	$5,897	-7.03%	-5.12%	-2.98%	
371	MEE CoinMeet	MEE	$19,030,889	$0.097629	194,929,698 *	$3,385,890	-1.08%	-4.40%	27.60%	
372	OCT OracleChain	OCT	$18,895,230	$0.629841	30,000,000 *	$13,566	-0.44%	-0.53%	18.90%	
373	PRA ProChain	PRA	$18,857,031	$0.404239	46,648,224 *	$720,933	1.21%	-0.87%	21.37%	
374	DBET DecentBet	DBET	$18,727,858	$0.178184	105,104,040 *	$85,708	-0.59%	-4.88%	9.98%	
375	LMC LoMoCoin	LMC	$18,436,972	$0.081528	226,144,212 *	$123,299	-1.31%	3.93%	16.98%	
376	NXC Nexium	NXC	$18,327,871	$0.275520	66,521,019 *	$75,336	-0.44%	0.92%	20.64%	
377	RMC Russian Miner...	RMC	$18,318,188	$12155.40	1,507 *	$60,631	-0.40%	31.73%	40.50%	
378	SLR SolarCoin	SLR	$18,170,097	$0.459205	39,568,597 *	$211,827	-6.01%	-14.70%	-8.77%	
379	XPM Primecoin	XPM	$18,141,016	$0.805821	22,512,463	$86,659	-0.30%	-3.07%	34.87%	
380	GBX GoByte	GBX	$17,682,286	$23.00	768,631	$318,949	-1.26%	-6.62%	-3.11%	
381	COVAL Circuits of V...	COVAL	$17,514,900	$0.017515	1,000,000,000 *	$176,521	-0.18%	-0.26%	27.98%	
382	DAI Dai	DAI	$17,385,853	$0.996955	17,438,955 *	$2,513,400	-0.50%	-0.45%	-0.86%	
383	PUT Profile Utili...	PUT	$17,371,061	$0.830224	20,923,343 *	$3,059,480	0.08%	-0.16%	1.98%	
384	HKN Hacken	HKN	$17,332,757	$4.53	3,830,359 *	$78,592	-6.09%	-7.50%	10.03%	
385	NTRN Neutron	NTRN	$17,290,754	$0.508849	33,980,127 *	$21,433	-0.55%	5.83%	52.41%	
386	AUR Auroracoin	AUR	$17,160,085	$1.98	8,658,139	$63,684	-0.53%	2.34%	23.69%	
387	ICOS ICOS	ICOS	$17,049,336	$29.23	583,234 *	$369,738	0.43%	-13.37%	24.36%	
388	BPT Blockport	BPT	$16,946,028	$0.340304	49,796,735 *	$89,373	6.63%	5.73%	23.85%	
389	DICE Etheroll	DICE	$16,903,457	$2.41	7,001,623 *	$96,321	0.12%	-0.83%	1.80%	
390	FLO FlorinCoin	FLO	$16,811,318	$0.118359	142,036,667	$93,187	-0.06%	6.83%	33.11%	
391	PST Primas	PST	$16,802,509	$0.328174	51,200,000 *	$194,614	-2.95%	-1.60%	3.54%	
392	PND Pandacoin	PND	$16,519,204	$0.000508	32,514,916,898	$61,392	-10.60%	-8.00%	21.37%	
393	BIS Bismuth	BIS	$16,489,549	$2.14	7,710,982	$2,182	-0.59%	24.05%	?	
394	XRL Rialto	XRL	$16,408,915	$0.225390	72,802,319 *	$3,479	0.27%	-1.78%	28.39%	
395	PLU Pluton	PLU	$16,249,015	$19.12	850,000 *	$7,120	11.71%	11.60%	41.30%	
396	FLDC FoldingCoin	FLDC	$16,147,256	$0.028106	574,512,758 *	$138,011	-0.73%	5.74%	14.19%	
397	POLL ClearPoll	POLL	$16,144,219	$2.31	6,999,991 *	$157,210	-1.09%	-9.92%	25.11%	
398	LINDA Linda	LINDA	$16,138,815	$0.001943	8,308,141,919	$147,597	-2.02%	-5.41%	0.35%	
399	RNT OneRoot Network	RNT	$16,071,337	$0.086637	185,501,579 *	$69,514	-0.93%	-2.74%	14.57%	
400	NEOS NeosCoin	NEOS	$16,068,151	$4.35	3,693,658	$152,747	-0.27%	-2.39%	0.12%	
401	VIU Viuly	VIU	$16,020,336	$0.025807	620,777,217 *	$1,800,070	-1.02%	5.16%	5.96%	
402	QAU Quantum	QAU	$15,998,669	$0.210257	76,091,018 *	$10,009	0.36%	-0.16%	23.38%	
403	BLUE BLUE	BLUE	$15,916,144	$0.434330	36,645,278 *	$34,251	2.10%	8.18%	-4.16%	
404	BMC Blackmoon	BMC	$15,710,215	$0.752284	20,883,356 *	$530,817	0.57%	-5.40%	-5.97%	
405	CSNO BitDice	CSNO	$15,681,960	$0.224028	70,000,000 *	$38,280	-4.91%	-6.40%	-0.80%	
406	PARETO Pareto Network	PARETO	$15,639,400	$0.078197	200,000,000 *	$524,138	-0.55%	24.64%	84.34%	
407	SYNX Syndicate	SYNX	$15,608,049	$0.846150	18,445,960 *	$516,390	0.35%	8.26%	27.66%	
408	BITUSD bitUSD	BITUSD	$15,472,437	$1.05	14,728,500 *	$2,480,820	-0.83%	-1.30%	-8.97%	
409	DBIX DubaiCoin	DBIX	$15,429,267	$7.47	2,064,411	$139,584	2.34%	3.67%	9.55%	
410	XAUR Xaurum	XAUR	$15,383,284	$0.121000	127,134,577 *	$81,680	0.13%	-1.53%	-1.91%	
411	ELIX Elixir	ELIX	$15,380,868	$0.491760	31,277,183 *	$150,089	-3.27%	11.31%	27.93%	
412	MYST Mysterium	MYST	$15,191,282	$0.781886	19,429,024 *	$136,850	0.38%	5.18%	24.94%	
413	LOC LockChain	LOC	$15,169,745	$1.63	9,292,966 *	$46,059	0.34%	12.31%	8.73%	
414	PRG Paragon	PRG	$15,085,620	$0.232313	64,936,616 *	$70,019	0.15%	-4.71%	2.13%	
415	ESP Espers	ESP	$15,041,300	$0.000712	21,139,642,534	$12,880	-0.02%	23.80%	30.21%	
416	DTB Databits	DTB	$15,017,421	$0.660170	22,747,809 *	$39,313	-3.84%	-1.73%	1.83%	
417	SPF SportyCo	SPF	$14,950,301	$0.293534	50,932,091 *	$1,286,330	-4.87%	-2.32%	33.54%	
418	PTOY Patientory	PTOY	$14,941,920	$0.213456	70,000,000 *	$345,705	-0.56%	3.61%	14.50%	
419	HDG Hedge	HDG	$14,915,562	$4.02	3,709,674 *	$44,019	-5.71%	-4.91%	0.75%	
420	TIME Chronobank	TIME	$14,897,315	$20.98	710,113 *	$641,996	0.07%	-3.19%	2.94%	
421	XUC Exchange Union	XUC	$14,763,520	$7.38	2,000,000 *	$802,025	0.64%	0.89%	11.74%	
422	HORSE Ethorse	HORSE	$14,660,983	$0.146118	100,336,600 *	$127,379	0.47%	-7.49%	64.65%	
423	XLR Solaris	XLR	$14,377,435	$14.18	1,013,773	$137,924	0.82%	5.27%	20.60%	
424	BCY Bitcrystals	BCY	$14,266,066	$0.615327	23,184,528 *	$165,706	0.26%	9.87%	32.23%	
425	INCNT Incent	INCNT	$14,183,421	$0.308224	46,016,602 *	$60,023	-1.03%	-0.25%	20.37%	
426	GAT Gatcoin	GAT	$14,166,429	$0.026736	529,861,449 *	$46,632	0.36%	22.38%	-2.81%	
427	AVT Aventus	AVT	$14,139,780	$2.36	6,000,000 *	$268,035	-0.37%	-0.07%	-1.68%	
428	MUSIC Musicoin	MUSIC	$14,094,192	$0.022676	621,546,672	$168,773	0.01%	4.11%	17.29%	
429	DOVU Dovu	DOVU	$14,057,162	$0.220355	63,793,250 *	$19,200	-0.01%	3.45%	20.44%	
430	DIVX Divi	DIVX	$14,050,797	$2.73	5,143,007 *	$35,885	-0.57%	13.45%	10.05%	
431	OBITS OBITS	OBITS	$13,882,351	$0.885659	15,674,600 *	$10,818	-0.44%	12.40%	18.87%	
432	DYN Dynamic	DYN	$13,873,197	$2.91	4,772,900 *	$810,211	0.13%	6.07%	31.53%	
433	XTO Tao	XTO	$13,851,174	$0.422497	32,784,076	$9,214	-0.59%	12.10%	55.05%	
434	IFT InvestFeed	IFT	$13,784,733	$0.072028	191,381,257 *	$20,064	-4.71%	4.08%	2.42%	
435	JC Jesus Coin	JC	$13,782,633	$0.000930	14,817,183,822 *	$97,585	3.42%	-9.33%	?	
436	PZM PRIZM	PZM	$13,588,571	$0.928285	14,638,361 *	$13,973	-0.22%	-4.42%	-1.60%	
437	LUX LUXCoin	LUX	$13,587,906	$13.36	1,017,287	$347,168	0.03%	-5.80%	-9.50%	
438	CAT BlockCAT	CAT	$13,403,517	$1.82	7,360,121 *	$113,404	-7.32%	5.43%	25.66%	
439	GCR Global Curren...	GCR	$13,228,576	$0.127475	103,773,883 *	$78,232	-0.95%	1.99%	15.32%	
440	ECOB Ecobit	ECOB	$12,956,222	$0.029152	444,444,444 *	$562	-0.59%	-9.65%	-9.61%	
441	ECN E-coin	ECN	$12,787,243	$36.50	350,363	$36,491	-1.85%	-31.02%	-10.93%	
442	BQ bitqy	BQ	$12,645,291	$0.004341	2,913,285,557 *	$3,818	1.02%	-1.21%	-3.20%	
443	ALQO ALQO	ALQO	$12,555,282	$1.04	12,077,380	$204,745	-0.81%	11.14%	15.84%	
444	PINK PinkCoin	PINK	$12,509,927	$0.032757	381,906,699	$73,813	-0.55%	2.79%	28.25%	
445	HEAT HEAT	HEAT	$12,503,231	$0.386803	32,324,544 *	$4,879	-0.57%	-0.45%	16.19%	
446	SPRTS Sprouts	SPRTS	$12,407,600	$0.000004	2,910,088,751,766 *	$29,237	1.43%	4.81%	32.97%	
447	FLIXX Flixxo	FLIXX	$12,324,465	$0.165434	74,497,777 *	$56,524	0.84%	4.83%	8.90%	
448	SPHR Sphere	SPHR	$12,227,928	$3.97	3,082,940 *	$120,662	-1.09%	3.64%	26.17%	
449	CURE Curecoin	CURE	$12,185,651	$0.510987	23,847,281	$95,521	-0.34%	2.77%	22.13%	
450	LEV Leverj	LEV	$12,129,903	$0.102717	118,090,511 *	$6,947	-2.74%	6.62%	4.75%	
451	ING Iungo	ING	$12,121,840	$0.303046	40,000,000 *	$140,261	-1.62%	0.31%	6.60%	
452	BWK Bulwark	BWK	$12,078,636	$4.11	2,935,798	$121,472	-5.47%	-2.28%	-7.77%	
453	CVCOIN CVCoin	CVCOIN	$12,006,394	$1.22	9,837,033 *	$2,300	-1.75%	0.12%	16.20%	
454	B2B B2BX	B2B	$11,750,149	$0.711409	16,516,728 *	$1,307,350	9.97%	29.40%	33.41%	
455	AIT AICHAIN	AIT	$11,647,388	$0.060182	193,535,756 *	$31,933	-3.14%	-9.93%	-8.93%	
456	XST Stealthcoin	XST	$11,588,093	$0.412101	28,119,547	$56,870	0.00%	6.21%	12.64%	
457	EAC EarthCoin	EAC	$11,548,001	$0.000983	11,745,979,129	$30,755	-1.48%	4.16%	17.16%	
458	CAG Change	CAG	$11,439,457	$0.308259	37,109,887 *	$1,476,530	4.13%	0.44%	3.28%	
459	SEQ Sequence	SEQ	$11,412,246	$0.251421	45,390,982	$33,723	0.93%	-0.97%	7.53%	
460	NIO Autonio	NIO	$11,311,973	$0.171841	65,828,135 *	$12,581	-0.41%	4.31%	1.86%	
461	AIX Aigang	AIX	$11,243,644	$0.629632	17,857,486 *	$102,076	0.25%	-0.77%	14.62%	
462	EVR Everus	EVR	$11,227,308	$0.416394	26,963,185 *	$62,889	-1.81%	-8.79%	64.04%	
463	PIRL Pirl	PIRL	$11,212,737	$1.10	10,206,852	$83,157	1.23%	-2.90%	-19.45%	
464	XVC Vcash	XVC	$11,203,238	$0.727888	15,391,431	$117,973	-8.89%	3.02%	30.76%	
465	SXUT Spectre.ai Ut...	SXUT	$11,184,585	$0.472390	23,676,592 *	$5,698,750	-0.37%	-6.40%	27.01%	
466	DOPE DopeCoin	DOPE	$11,126,996	$0.095228	116,845,228 *	$31,488	1.06%	8.83%	9.14%	
467	ABY ArtByte	ABY	$10,975,848	$0.013849	792,537,250	$93,215	-0.59%	-0.35%	19.73%	
468	ARY Block Array	ARY	$10,971,363	$0.160328	68,430,738 *	$154,500	1.20%	2.25%	-3.30%	
469	DRP DCORP	DRP	$10,882,144	$1.34	8,094,002 *	$16,341	-0.59%	-4.79%	3.13%	
470	FLIK FLiK	FLIK	$10,782,281	$0.179335	60,123,682 *	$82,015	-0.26%	2.36%	66.61%	
471	TOA ToaCoin	TOA	$10,769,408	$0.008090	1,331,155,614	$30,841	8.98%	6.31%	29.92%	
472	USNBT NuBits	USNBT	$10,689,733	$0.994486	10,749,003 *	$17,013,100	0.17%	-1.55%	0.33%	
473	PIX Lampix	PIX	$10,689,600	$0.078994	135,322,017 *	$30,214	0.89%	-2.35%	14.32%	
474	IOP Internet of P...	IOP	$10,529,786	$3.20	3,295,367	$305,878	-2.95%	-0.36%	3.90%	
475	EVC EventChain	EVC	$10,498,073	$0.335933	31,250,497 *	$1,353	0.35%	-0.99%	13.41%	
